(0.492834, 0.579353, 12.648610)
(0.487002, 0.578765, 12.713270)
(0.487002, 0.578765, 12.560660)
(0.487002, 0.578765, 12.509180)
(0.487002, 0.578765, 12.417680)
(0.487002, 0.578765, 12.343810)
(0.487002, 0.578765, 12.288450)
(0.487002, 0.578765, 12.241740)
(0.487002, 0.578765, 12.211070)
(0.487002, 0.578765, 12.198230)
(0.487002, 0.578765, 12.207750)
(0.487002, 0.578765, 12.234360)
(0.487002, 0.578765, 12.260130)
(0.487002, 0.578765, 12.281470)
(0.487002, 0.578765, 12.295170)
(0.487002, 0.578765, 12.324540)
(0.487002, 0.578765, 12.389620)
(0.487002, 0.578765, 12.467770)
(0.487002, 0.578765, 12.529940)
(0.487002, 0.578765, 12.566080)
(0.487002, 0.578765, 12.580820)
(0.487002, 0.578765, 12.581810)
(0.487002, 0.578765, 12.581810)
(0.510984, 0.622352, 11.896240)
(0.599453, 0.704041, 10.255410)
(0.599453, 0.704041, 10.170240)
(0.599453, 0.704041, 10.141910)
(0.599453, 0.704041, 10.141910)
(0.599453, 0.704041, 10.141910)
(0.599453, 0.704041, 10.098940)
(0.599453, 0.704041, 10.191700)
(0.599453, 0.704041, 10.241270)
(0.599453, 0.704041, 10.241270)
(0.599453, 0.704041, 10.241270)
(0.000000, 0.000000, 0)
(0.618037, 0.743450, 11.421750)
(0.000000, 0.000000, 0)
(0.000000, 0.000000, 0)
(0.000000, 0.000000, 0)
(0.000000, 0.000000, 0)
(0.664315, 0.750363, 16.406070)
(0.706570, 0.735590, 19.274900)
(0.000000, 0.000000, 0)
(0.720971, 0.723411, 24.039090)
(0.000000, 0.000000, 0)
(0.000000, 0.000000, 0)
(0.000000, 0.000000, 0)
(0.725996, 0.672704, 40.576080)
(0.699282, 0.671586, 40.755650)
(0.687672, 0.671276, 41.501520)
(0.659482, 0.668404, 41.418300)
(0.636585, 0.668218, 41.593560)
(0.000000, 0.000000, 0)
(0.689118, 0.657398, 68.248630)
(0.687538, 0.656296, 69.060100)
(0.697558, 0.651575, 70.270610)
(0.685531, 0.650980, 70.695100)
(0.000000, 0.000000, 0)
(0.650277, 0.654650, 70.859590)
(0.621499, 0.654377, 70.396520)
(0.604708, 0.655374, 70.387250)
(0.587972, 0.650322, 70.415630)
(0.577762, 0.647602, 70.641490)
(0.568777, 0.645971, 70.375470)
(0.572358, 0.637492, 50.708210)
(0.565543, 0.633922, 44.503710)
(0.556301, 0.633551, 43.403060)
(0.547571, 0.635397, 44.005050)
