(0.504079, 0.488009)
(0.503920, 0.488931)
(0.505352, 0.490330)
(0.505815, 0.491436)
(0.505959, 0.488220)
(0.505799, 0.484253)
(0.504440, 0.480106)
(0.503480, 0.480481)
(0.502622, 0.485876)
(0.501715, 0.487366)
(0.500983, 0.490410)
(0.000000, 0.000000)
(0.604023, 0.514792)
(0.638827, 0.523432)
(0.638850, 0.527667)
(0.639680, 0.529403)
(0.639252, 0.528784)
(0.639209, 0.527905)
(0.638060, 0.525519)
(0.637999, 0.525593)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.497925, 0.541774)
(0.450009, 0.545437)
(0.449445, 0.547321)
(0.449176, 0.549211)
(0.449004, 0.549643)
(0.472376, 0.544472)
(0.000000, 0.000000)
(0.614641, 0.511666)
(0.681160, 0.493631)
(0.679156, 0.493352)
(0.678288, 0.492408)
(0.678085, 0.490915)
(0.677890, 0.490827)
(0.677624, 0.492318)
(0.675856, 0.493008)
(0.637648, 0.511281)
(0.613425, 0.525535)
(0.610933, 0.530976)
(0.611098, 0.533386)
(0.611547, 0.534029)
(0.611682, 0.533122)
(0.520512, 0.538055)
(0.430445, 0.538276)
(0.410970, 0.531012)
(0.411010, 0.529006)
(0.413107, 0.525484)
(0.413107, 0.525484)
(0.413107, 0.525484)
(0.413107, 0.525484)
(0.413107, 0.525484)
(0.413107, 0.525484)
(0.408885, 0.528604)
(0.408185, 0.525940)
(0.505298, 0.501387)
(0.578188, 0.484384)
(0.608537, 0.481561)
(0.608934, 0.481363)
(0.611206, 0.479747)
(0.610797, 0.480551)
(0.610842, 0.481896)
(0.610198, 0.481587)
(0.609749, 0.480637)
(0.609393, 0.481388)
(0.606483, 0.485546)
(0.603142, 0.485646)
(0.596828, 0.485767)
(0.532851, 0.491380)
(0.456743, 0.498496)
(0.457153, 0.500399)
(0.457890, 0.507715)
(0.459076, 0.510474)
(0.460113, 0.507996)
(0.461282, 0.508309)
(0.459792, 0.507637)
(0.458432, 0.504897)
(0.457909, 0.506916)
(0.457728, 0.509701)
(0.456615, 0.511859)
(0.466112, 0.513987)
(0.528083, 0.513044)
(0.558138, 0.509400)
(0.559870, 0.508338)
(0.560597, 0.508312)
(0.561373, 0.508063)
(0.563387, 0.509738)
(0.566429, 0.507871)
(0.567441, 0.506661)
(0.565793, 0.507097)
(0.561074, 0.507033)
(0.555177, 0.510157)
(0.549466, 0.511211)
(0.546606, 0.511184)
(0.544549, 0.513484)
(0.543858, 0.515868)
(0.545622, 0.513990)
(0.554337, 0.510844)
(0.560754, 0.511980)
(0.561384, 0.511631)
(0.564449, 0.512617)
(0.560384, 0.512313)
(0.556454, 0.510415)
(0.555342, 0.509106)
(0.554240, 0.510661)
(0.000000, 0.000000)
(0.495684, 0.515613)
(0.418940, 0.521734)
(0.398914, 0.520098)
(0.399931, 0.521407)
(0.400274, 0.519970)
(0.400770, 0.519298)
(0.400855, 0.516075)
(0.400784, 0.516309)
(0.397871, 0.519009)
(0.397427, 0.518736)
(0.440368, 0.521232)
(0.471943, 0.523306)
(0.476346, 0.525300)
(0.477728, 0.525646)
(0.477943, 0.524707)
(0.479244, 0.523462)
(0.479730, 0.523933)
(0.479774, 0.522092)
(0.480249, 0.520371)
(0.480662, 0.518990)
(0.480744, 0.519997)
(0.483015, 0.522035)
(0.483950, 0.522234)
(0.487052, 0.521681)
(0.487779, 0.520582)
(0.478807, 0.519378)
(0.445419, 0.519772)
(0.420545, 0.520072)
(0.420555, 0.515963)
(0.420446, 0.515946)
(0.420407, 0.516420)
(0.419336, 0.516494)
(0.418648, 0.516472)
(0.416353, 0.517175)
(0.415510, 0.521024)
(0.415241, 0.521990)
(0.468764, 0.517271)
(0.489666, 0.513593)
(0.491753, 0.511482)
(0.491879, 0.509226)
(0.490472, 0.507539)
(0.490526, 0.509215)
(0.491060, 0.512648)
(0.491077, 0.511435)
(0.491366, 0.509157)
(0.492229, 0.506973)
(0.493901, 0.508147)
(0.495304, 0.509059)
(0.521931, 0.507801)
(0.540836, 0.505523)
(0.545649, 0.502033)
(0.546476, 0.501816)
(0.547816, 0.499317)
(0.547997, 0.498030)
(0.548963, 0.496355)
(0.550033, 0.493776)
(0.551331, 0.492721)
(0.552460, 0.490282)
(0.557189, 0.499065)
(0.560893, 0.518640)
(0.562300, 0.530001)
(0.564237, 0.532356)
(0.565310, 0.532345)
(0.566560, 0.531278)
(0.000000, 0.000000)
(0.530279, 0.531882)
(0.000000, 0.000000)
(0.474761, 0.536521)
(0.421343, 0.544091)
(0.423392, 0.541909)
(0.424335, 0.541327)
(0.429507, 0.540560)
(0.433633, 0.542191)
(0.437419, 0.541684)
(0.440213, 0.543893)
(0.442170, 0.543842)
(0.000000, 0.000000)
(0.470650, 0.534236)
(0.650430, 0.480652)
(0.653531, 0.482064)
(0.653485, 0.483768)
(0.651061, 0.485130)
(0.648986, 0.485710)
(0.647008, 0.486872)
(0.646899, 0.486339)
(0.646985, 0.485862)
(0.000000, 0.000000)
(0.623583, 0.480832)
(0.556310, 0.468384)
(0.552645, 0.467132)
(0.552879, 0.467515)
(0.554126, 0.467743)
(0.553750, 0.469212)
(0.553968, 0.470445)
(0.554182, 0.470613)
(0.553937, 0.470893)
(0.553691, 0.471146)
(0.530919, 0.472893)
(0.442444, 0.477891)
(0.438218, 0.479461)
(0.434467, 0.480836)
(0.434350, 0.480919)
(0.435018, 0.481169)
(0.435356, 0.481836)
(0.435211, 0.481869)
(0.000000, 0.000000)
(0.436519, 0.480431)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.705508, 0.397975)
(0.795035, 0.373131)
(0.795776, 0.374050)
(0.794952, 0.376140)
(0.794735, 0.378529)
(0.793805, 0.379197)
(0.000000, 0.000000)
(0.752355, 0.415431)
(0.728384, 0.441812)
(0.728384, 0.441812)
(0.728384, 0.441812)
(0.728384, 0.441812)
(0.728384, 0.441812)
(0.723144, 0.449344)
(0.719399, 0.452269)
(0.717554, 0.451675)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
