008_0,12.64861,313.63
008_0,12.71327,313.65
008_0,12.56066,313.68
008_0,12.50918,313.73
008_0,12.41768,313.76
008_0,12.34381,313.79
008_0,12.28845,313.83
008_0,12.24174,313.86
008_0,12.21107,313.89
008_0,12.19823,313.93
008_0,12.20775,313.96
008_0,12.23436,313.99
008_0,12.26013,314.03
008_0,12.28147,314.06
008_0,12.29517,314.1
008_0,12.32454,314.13
008_0,12.38962,314.16
008_0,12.46777,314.2
008_0,12.52994,314.23
008_0,12.56608,314.26
008_0,12.58082,314.3
008_0,12.58181,314.31
008_0,12.58181,314.31
008_0,11.89624,314.4
008_0,10.25541,314.43
008_0,10.17024,314.46
008_0,10.14191,314.46
008_0,10.14191,314.46
008_0,10.14191,314.46
008_0,10.09894,314.59
008_0,10.1917,314.63
008_0,10.24127,314.63
008_0,10.24127,314.63
008_0,10.24127,314.63
NH,0,314.76
008_0,11.42175,314.76
NH,0,314.81
NH,0,314.85
NH,0,314.88
NH,0,314.92
008_0,16.40607,314.96
008_0,19.2749,314.99
NH,0,315.02
008_0,24.03909,315.06
NH,0,315.09
NH,0,315.12
NH,0,315.16
108_3,40.57608,315.19
108_3,40.75565,315.22
108_3,41.50152,315.26
108_3,41.4183,315.29
108_3,41.59356,315.32
NH,0,315.36
156_6,68.24863,315.39
156_6,69.0601,315.42
156_6,70.27061,315.46
156_6,70.6951,315.49
NH,0,315.52
156_6,70.85959,315.56
156_6,70.39652,315.59
156_6,70.38725,315.62
156_6,70.41563,315.66
156_6,70.64149,315.69
NH,70.37547,315.72
NH,50.70821,315.76
NH,44.50371,315.79
NH,43.40306,315.81
NH,44.00505,315.85
NH,44.39981,315.88
NH,44.81629,315.9
NH,45.72216,315.95
NH,45.75565,315.97
NH,46.03437,316.01
NH,45.78035,316.04
NH,0,316.07
NH,0,316.11
NH,41.17679,316.14
013_0,26.21845,316.18
013_0,23.08903,316.21
013_0,23.04155,316.24
013_0,23.21126,316.27
013_0,23.4364,316.3
013_0,23.75626,316.34
013_0,24.1028,316.37
013_0,24.29293,316.4
013_0,24.42145,316.44
013_0,24.84395,316.47
013_0,25.52246,316.51
NH,0,316.54
156_6,71.01473,316.57
156_6,69.17353,316.61
156_6,68.94839,316.64
156_6,69.0238,316.67
156_6,68.84136,316.71
156_6,68.922,316.74
156_6,68.86271,316.77
156_6,68.80473,316.81
NH,0,316.84
NH,0,316.87
NH,0,316.9
156_6,67.03622,316.93
156_6,66.73176,316.96
156_6,66.64249,317
NH,46.58357,317.03
NH,43.14119,317.07
NH,43.27948,317.1
NH,43.03996,317.13
NH,42.55359,317.17
NH,42.49739,317.2
NH,42.21933,317.23
NH,41.71824,317.27
NH,42.44688,317.3
NH,42.2114,317.33
NH,39.91191,317.37
NH,39.51874,317.4
NH,39.64578,317.43
NH,39.50988,317.47
NH,39.71254,317.5
NH,39.58126,317.53
NH,38.36407,317.57
NH,36.91318,317.6
NH,0,317.63
NH,0,317.67
108_3,37.7901,317.7
108_3,35.78529,317.73
108_3,35.59736,317.77
108_3,35.44822,317.8
108_3,35.31149,317.83
108_3,35.18501,317.87
108_3,35.06977,317.9
008_0,27.53938,317.93
008_0,27.01991,317.97
008_0,26.47177,318
008_0,26.33738,318.01
NH,0,318.05
NH,0,318.08
NH,0,318.13
NH,0,318.16
NH,0,318.18
NH,0,318.22
NH,0,318.25
008_0,14.37073,318.28
NH,0,318.32
NH,0,318.35
NH,0,318.38
NH,0,318.42
NH,0,318.45
NH,0,318.48
NH,0,318.52
NH,0,318.55
NH,0,318.59
NH,0,318.62
NH,0,318.65
NH,0,318.69
NH,32.81376,318.72
008_0,12.66002,318.75
NH,0,318.79
016_0,36.5167,318.82
NH,0,318.85
NH,0,318.89
NH,0,318.92
NH,0,318.94
NH,69.70631,318.99
NH,75.55219,319.02
NH,0,319.05
059_0,54.43018,319.09
062_0,39.50563,319.11
059_0,54.59044,319.13
NH,0,319.18
NH,0,319.21
062_0,40.2478,319.24
NH,0,319.28
NH,0,319.31
062_0,33.01478,319.34
063_0,19.94151,319.38
063_0,18.70948,319.41
NH,0,319.45
NH,0,319.48
010_0,16.01474,319.51
NH,0,319.55
010_0,14.93244,319.58
010_0,15.04532,319.61
NH,0,319.65
010_0,14.87727,319.67
010_0,15.10223,319.7
010_0,15.06271,319.74
NH,0,319.77
010_0,13.46209,319.8
010_0,13.01916,319.85
010_0,12.88896,319.87
010_0,12.80224,319.9
010_0,12.81395,319.94
010_0,12.83354,319.97
010_0,12.89191,320
NH,0,320.04
010_0,13.23545,320.06
063_0,18.94462,320.1
063_0,19.13937,320.14
063_0,19.42919,320.17
063_0,20.29155,320.19
063_0,20.3164,320.23
NH,0,320.26
063_0,21.51734,320.29
NH,0,320.33
NH,0,320.36
NH,0,320.39
NH,0,320.42
NH,0,320.45
NH,50.4874,320.49
