(307.892700, -19.235950, 675.491500)
(307.964100, -19.343940, 675.361300)
(307.890800, -19.092730, 675.454800)
(307.779800, -18.457430, 675.508800)
(307.766000, -18.865530, 675.671100)
(307.793200, -19.521330, 675.817300)
(307.897800, -20.415350, 675.864800)
(307.902500, -20.258300, 675.798100)
(307.880000, -19.402010, 675.576800)
(308.004900, -19.169660, 675.195600)
(308.051100, -18.732050, 674.943300)
(0.000000, 0.000000, 0.000000)
(301.320700, -14.623830, 690.048400)
(299.007100, -12.721410, 695.124400)
(298.926900, -11.964030, 695.090400)
(298.842200, -11.483230, 695.147800)
(298.851800, -11.334630, 695.109100)
(298.839700, -11.558140, 695.253400)
(298.897900, -11.797960, 695.252700)
(298.884500, -11.831160, 695.321000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(307.135900, -9.495947, 674.328400)
(309.965200, -8.898426, 667.216200)
(309.974400, -8.702166, 667.121700)
(309.881300, -8.291325, 667.216400)
(309.805900, -8.098682, 667.338000)
(308.392500, -8.653584, 671.009400)
(0.000000, 0.000000, 0.000000)
(300.251800, -13.215990, 692.652200)
(296.532800, -15.876500, 702.727100)
(296.633600, -15.804990, 702.478500)
(296.664000, -16.093860, 702.608200)
(296.668800, -16.154690, 702.637300)
(296.632700, -16.026180, 702.767200)
(296.666100, -16.307540, 702.811600)
(296.735200, -16.100540, 702.605800)
(298.694700, -13.371030, 696.880200)
(299.918200, -11.282470, 693.139200)
(300.020400, -10.481150, 692.590600)
(300.014600, -10.199010, 692.470500)
(300.034900, -10.099430, 692.324700)
(300.065600, -10.056510, 692.210300)
(305.502600, -9.493316, 678.443800)
(310.998600, -9.707907, 664.867100)
(312.356300, -10.881040, 661.895500)
(312.388700, -10.789310, 661.838600)
(312.259800, -11.095870, 662.244200)
(312.222100, -11.247360, 662.345800)
(312.192300, -11.470230, 662.446300)
(312.192300, -11.470240, 662.446300)
(312.192300, -11.470240, 662.446300)
(312.192300, -11.470230, 662.446300)
(312.280200, -10.855980, 661.999500)
(312.380900, -10.962150, 661.825600)
(306.968300, -15.017030, 676.458100)
(302.856900, -17.343750, 687.350500)
(301.084900, -17.602970, 691.803000)
(301.087300, -17.814680, 691.864500)
(300.992800, -18.227740, 692.229200)
(300.983300, -18.058220, 692.218300)
(300.950100, -17.849610, 692.251300)
(300.987300, -17.971450, 692.212300)
(300.986000, -18.242730, 692.363500)
(300.907000, -18.071880, 692.598600)
(300.981500, -17.438730, 692.261600)
(301.262900, -17.737630, 691.603800)
(301.712500, -17.592270, 690.339800)
(305.592300, -16.979420, 680.446500)
(310.172400, -16.123790, 668.871400)
(310.153300, -15.923520, 668.865100)
(309.994800, -14.794800, 668.913200)
(309.920900, -14.606300, 669.036800)
(309.919700, -15.142870, 669.204000)
(309.809900, -14.924290, 669.405900)
(309.891900, -15.063710, 669.240100)
(309.929700, -15.527750, 669.266100)
(309.751700, -15.063880, 669.522100)
(309.711400, -15.053910, 669.598000)
(309.744500, -14.901940, 669.457400)
(309.198500, -14.317010, 670.662200)
(305.531200, -14.129800, 679.740200)
(303.813500, -14.550910, 684.127800)
(303.780200, -14.838000, 684.275600)
(303.899400, -15.355420, 684.076300)
(304.018700, -15.600840, 683.785200)
(303.867200, -14.989500, 683.952500)
(303.544200, -15.281780, 684.926100)
(303.159100, -15.316970, 686.086400)
(302.902000, -15.173450, 686.895100)
(302.937400, -15.118550, 686.922200)
(303.059600, -14.398190, 686.452200)
(303.309600, -14.386890, 685.823200)
(303.547400, -14.736320, 685.285600)
(303.860400, -14.009530, 684.138900)
(304.321000, -13.359360, 682.592000)
(304.650300, -13.848190, 681.776700)
(304.249900, -14.382950, 682.893400)
(303.624100, -14.344900, 684.531300)
(303.323600, -14.380920, 685.434000)
(302.945200, -14.067670, 686.389800)
(303.097500, -13.935740, 686.005400)
(303.349100, -14.326200, 685.489100)
(303.498500, -14.800120, 685.231000)
(303.654700, -15.522200, 685.031100)
(0.000000, 0.000000, 0.000000)
(307.114100, -14.577140, 675.904000)
(311.607800, -14.155340, 664.377700)
(312.901600, -14.288720, 661.218800)
(312.846400, -14.132240, 661.316700)
(312.817900, -14.071630, 661.381000)
(312.702300, -14.009200, 661.612400)
(312.628000, -14.616550, 661.916800)
(312.404300, -14.157220, 662.244800)
(312.455500, -13.858560, 661.958100)
(312.488800, -13.981670, 661.906900)
(309.999600, -13.607780, 668.188000)
(308.174500, -13.071950, 672.711800)
(307.954100, -12.456100, 673.112100)
(307.909300, -12.431820, 673.222800)
(307.900500, -12.508990, 673.273900)
(307.769500, -12.379200, 673.580900)
(307.677400, -12.153500, 673.748700)
(307.747900, -12.520870, 673.685400)
(307.847800, -12.990360, 673.580600)
(307.997500, -13.433070, 673.348600)
(308.075700, -13.219590, 673.101700)
(308.005700, -12.713660, 673.142700)
(307.968000, -12.497450, 673.184800)
(307.770100, -12.521300, 673.686300)
(307.712400, -12.695130, 673.880200)
(308.244000, -12.835130, 672.597000)
(310.217400, -12.912180, 667.680500)
(311.708400, -13.240520, 664.029400)
(311.717700, -13.908300, 664.184600)
(311.662800, -13.926550, 664.295000)
(311.621700, -14.176450, 664.430400)
(311.701700, -14.733730, 664.366700)
(311.746500, -14.989060, 664.317000)
(311.885700, -14.953770, 663.954900)
(311.892100, -14.194940, 663.711500)
(311.895800, -13.804740, 663.600500)
(308.769200, -14.215730, 671.619600)
(307.468900, -14.416540, 674.970500)
(307.297400, -14.577170, 675.458700)
(307.344800, -15.117750, 675.508300)
(307.527600, -15.311040, 675.114500)
(307.521300, -14.838870, 674.989300)
(307.521000, -14.544600, 674.894500)
(307.510400, -14.541110, 674.926500)
(307.510200, -15.085680, 675.093200)
(307.467900, -15.330110, 675.279800)
(307.281500, -14.947830, 675.630800)
(307.153000, -14.678970, 675.873600)
(305.581300, -14.804290, 679.899400)
(304.516600, -15.054650, 682.673200)
(304.238500, -15.386400, 683.494000)
(304.180700, -15.398830, 683.649400)
(304.156400, -15.708380, 683.798000)
(304.240500, -15.902250, 683.614100)
(304.352700, -16.177630, 683.359400)
(304.479300, -16.507830, 683.077900)
(304.519600, -16.531170, 682.933600)
(304.550700, -16.884190, 682.933400)
(304.197300, -15.553610, 683.380200)
(303.748900, -12.373810, 683.499800)
(303.568600, -10.491890, 683.350200)
(303.547200, -10.114780, 683.224900)
(303.668600, -10.167090, 682.851100)
(303.760300, -10.365740, 682.610100)
(0.000000, 0.000000, 0.000000)
(306.495400, -10.391390, 676.058100)
(0.000000, 0.000000, 0.000000)
(310.362800, -9.349041, 666.933100)
(313.961800, -8.266478, 658.567800)
(314.169400, -8.587521, 658.315100)
(314.410300, -8.768826, 657.932200)
(314.308500, -8.894247, 658.272600)
(314.199300, -8.650378, 658.509500)
(314.122600, -8.782561, 658.758500)
(314.007800, -8.427619, 658.945200)
(313.946000, -8.439243, 659.100700)
(0.000000, 0.000000, 0.000000)
(312.164600, -10.102810, 663.344100)
(300.656100, -17.974670, 690.299800)
(300.312000, -17.737710, 691.134600)
(300.183900, -17.567280, 691.531700)
(300.240600, -17.460540, 691.510400)
(300.342800, -17.458950, 691.334800)
(300.463000, -17.301280, 691.019800)
(300.460300, -17.330810, 691.047500)
(300.434100, -17.394120, 691.156200)
(0.000000, 0.000000, 0.000000)
(301.986900, -18.172190, 687.982300)
(306.633900, -20.441430, 678.266300)
(306.941900, -20.730270, 677.653400)
(306.944400, -20.684290, 677.628800)
(306.861100, -20.579180, 677.776200)
(306.847300, -20.304910, 677.733100)
(306.788900, -20.020350, 677.785600)
(306.693500, -19.858820, 677.967900)
(306.600400, -19.601630, 678.122000)
(306.468500, -19.440440, 678.415300)
(307.773800, -19.165230, 675.439300)
(313.322300, -18.702670, 662.732500)
(313.500100, -18.347440, 662.208100)
(313.720400, -18.079310, 661.633700)
(313.725400, -18.001920, 661.601200)
(313.660600, -17.868750, 661.706600)
(313.545900, -17.656290, 661.882400)
(313.435100, -17.625790, 662.085600)
(0.000000, 0.000000, 0.000000)
(313.239300, -17.911870, 662.566000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(297.176600, -30.249320, 702.990200)
(291.792400, -33.910180, 716.582900)
(291.714800, -33.835330, 716.984500)
(291.749100, -33.674190, 717.064900)
(291.742300, -33.455670, 717.197700)
(291.800600, -33.487520, 717.234900)
(0.000000, 0.000000, 0.000000)
(293.861500, -28.083310, 711.119900)
(294.965600, -24.128590, 707.481800)
(294.958800, -24.163470, 707.554100)
(294.958800, -24.163470, 707.554100)
(294.958800, -24.163470, 707.554100)
(294.958800, -24.163470, 707.554100)
(294.871900, -23.222550, 708.676200)
(294.994500, -22.677490, 708.358900)
(295.101200, -22.792440, 708.187900)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(293.362800, -18.738670, 711.498700)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(293.262900, -17.844590, 711.867900)
(292.487000, -15.544550, 713.236600)
(292.537800, -15.297050, 713.099700)
(0.000000, 0.000000, 0.000000)
(293.677100, -8.483006, 708.253400)
(293.527500, -7.480049, 708.337600)
(293.510600, -6.507250, 708.120400)
(293.453700, -5.875149, 708.107400)
(293.578200, -5.861725, 707.770000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(298.809400, -7.408495, 694.843800)
(300.203200, -8.051173, 691.530300)
(300.080200, -7.839213, 691.871900)
(299.930400, -7.340894, 692.204700)
(299.925000, -7.235040, 692.182400)
(300.119400, -7.285164, 691.635600)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(308.212600, -7.411766, 671.020000)
(310.868100, -6.855374, 664.102700)
(311.023700, -7.097546, 663.799600)
(311.039100, -6.949643, 663.728500)
(311.060400, -6.783371, 663.615000)
(311.090500, -6.719965, 663.519800)
(311.106000, -6.607419, 663.453500)
(311.099400, -6.528262, 663.468300)
(310.002200, -7.385258, 666.526800)
(301.781000, -16.365940, 689.934800)
(299.633100, -18.364530, 695.949600)
(299.273700, -18.392910, 696.899700)
(299.049600, -18.298890, 697.461600)
(299.015100, -18.311200, 697.581400)
(299.020900, -18.422090, 697.605800)
(299.035800, -18.413300, 697.534500)
(299.111800, -18.478800, 697.295700)
(299.129800, -18.326550, 697.145600)
(299.097600, -18.222610, 697.174100)
(298.967200, -17.959630, 697.444200)
(298.882300, -17.761800, 697.631800)
(298.852800, -17.942070, 697.782200)
(298.884400, -18.019170, 697.717700)
(0.000000, 0.000000, 0.000000)
(301.067600, -17.745870, 692.115500)
(306.081400, -16.152130, 679.030500)
(306.138200, -15.914910, 678.814900)
(306.032300, -15.283650, 678.891000)
(305.995300, -15.054230, 678.912500)
(306.050400, -15.098690, 678.784100)
(306.101400, -15.038960, 678.630900)
(306.091200, -15.046990, 678.656000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(298.989500, -16.801090, 696.997300)
(0.000000, 0.000000, 0.000000)
(292.381100, -18.784840, 714.224700)
(292.316600, -18.613120, 714.366000)
(0.000000, 0.000000, 0.000000)
(292.283300, -18.382130, 714.311900)
(292.239000, -18.553970, 714.420700)
(292.280300, -18.557580, 714.313800)
(294.566200, -15.056150, 707.562400)
(295.967000, -11.692940, 703.057100)
(296.105800, -11.575230, 702.671600)
(296.199200, -11.381200, 702.372300)
(296.221700, -11.226850, 702.221900)
(296.220500, -11.290110, 702.208300)
(296.190600, -11.138800, 702.227700)
(296.097100, -10.944980, 702.429900)
(296.091100, -10.944470, 702.481600)
(0.000000, 0.000000, 0.000000)
(298.740600, -10.818230, 695.748500)
(305.253100, -9.909882, 679.164900)
(306.938400, -9.010008, 674.673300)
(306.900600, -8.840686, 674.712100)
(306.864200, -8.648209, 674.743800)
(306.891800, -8.536735, 674.641200)
(306.884600, -8.512468, 674.646400)
(306.862900, -8.418848, 674.677400)
(306.855200, -8.277959, 674.658600)
(306.800900, -8.273574, 674.794100)
(306.845900, -8.438446, 674.724700)
(306.818700, -8.553905, 674.822600)
(309.245300, -8.973560, 668.908400)
(310.145500, -9.158894, 666.733800)
(310.431800, -9.305497, 666.083200)
(310.431200, -9.253571, 666.080500)
(310.368300, -9.228533, 666.236700)
(310.332500, -9.124756, 666.299900)
(310.314100, -9.198759, 666.356300)
(310.382900, -9.171619, 666.179800)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(297.227700, -17.567920, 701.457100)
(295.400100, -18.987350, 706.452700)
(295.187900, -18.500980, 706.832500)
(295.191300, -18.408000, 706.763600)
