NH,13.50464,0
NH,13.50485,0.03
NH,13.66393,0.07
NH,14.08362,0.1
NH,13.81153,0.13
NH,13.39564,0.17
NH,12.86739,0.2
NH,12.95714,0.23
NH,13.46899,0.27
NH,13.61497,0.3
NH,13.89883,0.33
NH,0,0.37
NH,17.3831,0.4
NH,19.68134,0.43
NH,20.7345,0.47
NH,21.46547,0.5
NH,21.69915,0.53
NH,21.34649,0.57
NH,20.9767,0.6
NH,20.92701,0.64
NH,0,0.67
NH,0,0.7
066_0,20.47237,0.74
014_0,12.89161,0.77
014_0,12.87512,0.8
014_0,12.89444,0.84
014_0,12.91797,0.87
014_0,13.64332,0.9
NH,0,0.94
NH,18.98928,0.97
NH,16.35328,1
NH,16.41245,1.04
NH,16.15127,1.07
NH,16.09744,1.09
NH,16.21031,1.13
NH,15.9632,1.16
NH,16.13862,1.19
NH,18.8542,1.23
NH,21.71113,1.26
NH,23.07804,1.29
NH,23.60457,1.33
NH,23.79705,1.36
066_0,23.87864,1.39
066_0,20.24959,1.43
014_0,12.47052,1.46
014_0,11.97896,1.5
014_0,11.96888,1.53
014_0,12.03226,1.56
014_0,12.04909,1.6
014_0,12.06577,1.6
014_0,12.06577,1.6
014_0,12.06577,1.6
014_0,12.06577,1.73
014_0,11.99739,1.75
014_0,11.96876,1.79
NH,16.89359,1.82
NH,14.93146,1.85
NH,14.77836,1.89
NH,14.62287,1.92
NH,14.33148,1.95
NH,14.45043,1.99
NH,14.60035,2.02
NH,14.51135,2.05
NH,14.31855,2.09
NH,14.43838,2.12
NH,14.89778,2.16
NH,14.66955,2.18
NH,14.76792,2.21
NH,15.17558,2.24
014_0,13.1966,2.28
014_0,13.19511,2.31
014_0,13.20467,2.35
014_0,13.22908,2.38
014_0,13.26183,2.41
014_0,13.30207,2.45
014_0,13.26927,2.48
014_0,13.275,2.51
014_0,13.32736,2.55
014_0,13.34321,2.58
014_0,13.31551,2.61
014_0,13.56025,2.65
NH,17.81863,2.68
NH,17.39298,2.71
NH,17.10184,2.75
NH,16.59906,2.78
NH,16.37124,2.81
NH,16.95518,2.85
NH,16.67506,2.88
NH,16.64259,2.91
NH,16.77815,2.95
NH,16.82628,2.98
NH,17.55014,3.01
NH,17.55704,3.05
NH,17.19284,3.08
NH,17.96157,3.11
NH,18.71122,3.15
NH,18.14288,3.18
NH,17.56547,3.22
NH,17.61255,3.25
NH,17.57497,3.27
NH,17.91671,3.31
NH,18.05845,3.34
NH,17.62795,3.37
NH,17.13586,3.4
NH,16.43775,3.44
NH,0,3.47
NH,17.33841,3.5
014_0,12.38886,3.54
014_0,11.87947,3.57
014_0,11.89436,3.61
014_0,11.90397,3.64
014_0,11.96141,3.67
014_0,12.01044,3.71
014_0,12.06472,3.74
014_0,12.02144,3.77
014_0,12.01348,3.81
014_0,13.09799,3.84
NH,19.05552,3.86
NH,19.8538,3.9
NH,19.88622,3.93
NH,19.78147,3.96
NH,19.95613,4
NH,20.26948,4.03
NH,19.76344,4.06
NH,19.15249,4.1
NH,18.61017,4.13
NH,18.86782,4.17
NH,19.5066,4.2
NH,19.79296,4.23
NH,19.75983,4.27
NH,19.52893,4.3
NH,19.34979,4.33
014_0,12.97285,4.37
014_0,12.326,4.39
014_0,12.35215,4.42
014_0,12.37161,4.45
014_0,12.39554,4.49
014_0,12.38548,4.52
014_0,12.37747,4.55
014_0,12.31684,4.59
014_0,12.27653,4.62
014_0,12.25795,4.66
014_0,13.765,4.69
NH,17.50617,4.72
NH,17.33794,4.76
NH,16.79689,4.79
NH,16.61164,4.82
NH,17.07161,4.86
NH,17.37179,4.89
NH,17.37511,4.92
NH,16.82791,4.96
NH,16.5931,4.99
NH,16.96256,5.03
NH,17.23243,5.06
NH,17.10932,5.09
NH,16.87111,5.13
NH,16.55646,5.16
NH,16.54538,5.19
NH,16.26069,5.23
NH,16.08689,5.26
NH,15.84688,5.29
NH,15.56848,5.33
NH,15.55024,5.36
NH,15.26409,5.39
NH,16.41031,5.43
NH,19.9937,5.46
066_0,20.01995,5.48
066_0,20.02101,5.52
066_0,20.03842,5.55
066_0,20.05152,5.58
NH,0,5.62
066_0,20.3858,5.65
NH,0,5.68
014_0,12.82141,5.72
014_0,11.45319,5.75
014_0,11.41259,5.78
014_0,11.35542,5.81
014_0,11.40116,5.85
014_0,11.43404,5.88
014_0,11.46837,5.91
014_0,11.49567,5.94
014_0,11.51789,5.97
NH,0,6.01
014_0,12.18038,6.04
NH,14.58427,6.07
NH,14.76385,6.11
NH,14.89049,6.14
NH,14.96557,6.18
NH,14.9621,6.21
NH,15.07842,6.24
NH,15.05552,6.28
NH,15.00722,6.31
NH,0,6.34
NH,14.39104,6.38
NH,12.87665,6.41
NH,12.71259,6.44
NH,12.7381,6.48
NH,12.79756,6.51
NH,12.95253,6.54
NH,13.11788,6.57
NH,13.21392,6.6
NH,13.36934,6.63
NH,13.46853,6.67
NH,13.62807,6.7
014_0,12.08717,6.73
014_0,12.00334,6.77
014_0,11.91185,6.8
014_0,11.90662,6.83
014_0,11.92316,6.87
014_0,11.9514,6.9
014_0,11.98481,6.93
NH,0,6.97
014_0,12.0636,7
NH,0,7.04
NH,0,7.07
NH,9.201775,7.1
NH,8.464963,7.14
NH,8.483328,7.17
NH,8.517538,7.2
NH,8.566952,7.24
NH,8.556567,7.27
NH,0,7.3
NH,9.943836,7.34
NH,11.3544,7.37
NH,11.3394,7.37
NH,11.3394,7.37
NH,11.3394,7.37
NH,11.3394,7.37
NH,11.74105,7.54
NH,11.98698,7.57
NH,11.92762,7.6
NH,0,7.64
NH,0,7.67
NH,0,7.69
NH,14.28898,7.73
NH,0,7.76
NH,0,7.8
NH,0,7.82
NH,0,7.86
NH,14.91986,7.88
NH,16.88361,7.93
NH,17.11609,7.95
NH,0,7.98
NH,27.84475,8.02
NH,30.73716,8.05
